topic_num,size,top_words,sample_comments
83,4,"includebrbrbullspan, sedimentation, fishallergic, individualsbrbrkey, centuries, demonstrating, analytical","a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv"
72,4,"swaths, onlineonly, processing, land, digital, alaska, directly","QR codes or online-only disclosures. Alaska has large swaths of rural and Tribal land where digital access is limited or unavailable&mdash;this rule must ensure equity by making vital safety information universally accessible.<br/>2.<span style='padding-left: 30px'></span>Do Not Exempt Processing Aids<br/>Allergic reactions can occur even if the allergenic ingredient was used as a processing aid.  ||| required to disclose major allergens. And yet many contain common allergens such as wheat, milk, eggs, or tree nuts&mdash;sometimes used directly, and other times as hidden processing aids.<br/>We applaud TTB for advancing this proposal and recommend the following improvements to ensure it truly protects consumers:<br/>1.<span style='padding-left: 30px'></span>Require On-Package Disclosure<br/>All ||| required to disclose major allergens. And yet many contain common allergens such as wheat, milk, eggs, or tree nuts&mdash;sometimes used directly, and other times as hidden processing aids.<br/>We applaud TTB for advancing this proposal and recommend the following improvements to ensure it truly protects consumers:<br/>1.<span style='padding-left: 30px'></span>Require On-Package Disclosure<br/>All"
77,4,"scotch, whisky, swa, blenders, 97, accounts, membership","The Scotch Whisky Association (SWA) is grateful for the opportunity to provide comments to The Alcohol and Tobacco Tax and Trade Bureau (TTB) regarding Docket No. TTB-2025-0002; Notice No. 238 on Major Food Allergen Labeling for Wines, Distilled Spirits, and Malt Beverages. The SWA is the Scotch Whisky industry&rsquo;s trade association. We have over 90 member companies, from multinational spirits ||| producers through to small family-run distillers, bottlers, blenders, and brand owners. Membership accounts for around 97% of the Scotch Whisky industry by production. Any rulemaking in this area is important for the SWA as the United States has long been the Scotch Whisky&rsquo;s biggest market by value, with exports worth &pound;971 million in 2024. In addition, many of our larger members are al ||| producers through to small family-run distillers, bottlers, blenders, and brand owners. Membership accounts for around 97% of the Scotch Whisky industry by production. Any rulemaking in this area is important for the SWA as the United States has long been the Scotch Whisky&rsquo;s biggest market by value, with exports worth &pound;971 million in 2024. In addition, many of our larger members are al"
70,4,"eg, income, utilize, phones, lower, smart, disadvantage","disadvantage populations that are less able to utilize smart phones or similar technology (e.g., those who are older, lower income, or living rurally or on tribal land). <br/><br/>Because consumers need this information as soon as possible, the final rule should shorten the proposed compliance period from 5 years to 3.5 years to prevent further delay of consumer access to this basic safety informa ||| and protect consumers with food allergies. The final rule could be improved by specifying where the allergen disclosure should appear, outlining specific formatting requirements, and requiring a species-specific disclosure for the labeling of finfish (e.g., tilapia, salmon, etc.). <br/><br/>Consumers with allergies need allergen information to appear on-package. It should never be provided solely  ||| and protect consumers with food allergies. The final rule could be improved by specifying where the allergen disclosure should appear, outlining specific formatting requirements, and requiring a species-specific disclosure for the labeling of finfish (e.g., tilapia, salmon, etc.). <br/><br/>Consumers with allergies need allergen information to appear on-package. It should never be provided solely "
63,4,"brbraccording, 2243, survey, reactionary, trend, million, national","of a reactionary regulation. <br/><br/>According to the National Survey on Drug Use and Health of 2023, there were 224.3 million people ages 12 and older or 79.1% of people in the US had drunk alcohol at some point in their life. A rough calculation would determine that approximately 13.7 million people have food allergies and consume or have consumed alcohol. With such a large percentage of the p ||| labeled on certain alcohol. That is not to say that the reactions took place due to consumption of alcohol, but highlights the importance and need to minimize harmful situations. This study also found a concerning trend that hospitalizations and ED visits increased throughout the 15 years. With this rising trend it would be wise to create a proactive regulation instead of a reactionary regulation. ||| labeled on certain alcohol. That is not to say that the reactions took place due to consumption of alcohol, but highlights the importance and need to minimize harmful situations. This study also found a concerning trend that hospitalizations and ED visits increased throughout the 15 years. With this rising trend it would be wise to create a proactive regulation instead of a reactionary regulation."
69,4,"instead, regulating, illnesses, constant, assume, businesses, attacks","allergies or other chronic illnesses instead of regulating small businesses that are under constant attacks? We, as producers, assume all the risks of the products we produce and are therefore naturally incentivized to produce a non-harmful products. The more red tape, hoops to jump through, and restrictions create less growth. Conversely, shrinking government overreach allows consumers and produc ||| financially burdensome, potentially resulting in higher product prices for consumers and reduced competitiveness in the market.<br/><br/>Is more regulation really needed to help support this growing industry or harm it? I am a believer that allowing free market forces without tight regulation provides the best platform for successful businesses and communities. Should the government instead focus  ||| financially burdensome, potentially resulting in higher product prices for consumers and reduced competitiveness in the market.<br/><br/>Is more regulation really needed to help support this growing industry or harm it? I am a believer that allowing free market forces without tight regulation provides the best platform for successful businesses and communities. Should the government instead focus "
59,4,"alaska, protecting, same, beveragesbrsincerelybrbrtiffany, allergiesmdashparticularly, statewide, longoverdue","long for basic safety information. We urge TTB to shorten the proposed 5-year compliance period to 3.5 years.<br/>Alaskans with food allergies&mdash;particularly in remote areas with limited healthcare access&mdash;deserve the same protections as everyone else. This rule is a long-overdue and essential move toward that goal. Thank you for your leadership in protecting consumers and ensuring that a ||| To Whom It May Concern,<br/>Thank you for the opportunity to comment on this important rulemaking to require allergen labeling for alcoholic beverages. Recover Alaska strongly supports this proposed rule as a meaningful step forward in protecting public health and advancing transparency for all consumers.<br/>Recover Alaska is a statewide coalition dedicated to reducing excessive alcohol use and i ||| To Whom It May Concern,<br/>Thank you for the opportunity to comment on this important rulemaking to require allergen labeling for alcoholic beverages. Recover Alaska strongly supports this proposed rule as a meaningful step forward in protecting public health and advancing transparency for all consumers.<br/>Recover Alaska is a statewide coalition dedicated to reducing excessive alcohol use and i"
60,4,"foundation, letter, asthma, america, productive, manageable, appears","Please see attached letter from the Asthma and Allergy Foundation of America. ||| reduce ample amounts of spending and time around medical issues. As someone worried about cross contamination and the well being of close people with allergies, this small step can bring waves of good. ||| Please see attached letter from the Asthma and Allergy Foundation of America."
62,4,"look, patients, cdn, labelsbrbr, intuitively, medinsky, rd","products people with more niche allergies have no way to verify if there are triggers in the product. We reccommend requiring ingredient lists on alcohol and tobacco products. ||| As a Registered Dietitian working closely with patients who have allergies, I strongly support allergen labeling on alcohol products. Many individuals with food allergies rely on clear ingredient information to avoid potential health risks. Since alcohol can contain hidden allergens such as gluten, nuts, sulfites, or artificial additives, transparent labeling is essential for their safety.<br/><br ||| following the nutrition panel and ingredient statement (if present)- consumers who have an allergy and already look for this information on foods will intuitively look for it in the same place on alcohol beverage labels.<br/><br/>"
61,4,"onlabel, standardbrbrrecommendationsbrto, perpetuates, double, practice, continuing, goals","further confusing consumers and limiting usefulness.<br/>4.<span style='padding-left: 30px'></span>Consumer Expectation of On-Label Information: Unlike most other packaged food and beverages, alcohol products are still not required to provide basic nutritional or ingredient data directly on the label. Continuing this practice via QR codes perpetuates a harmful double standard.<br/><br/>Recommendat ||| further confusing consumers and limiting usefulness.<br/>4.<span style='padding-left: 30px'></span>Consumer Expectation of On-Label Information: Unlike most other packaged food and beverages, alcohol products are still not required to provide basic nutritional or ingredient data directly on the label. Continuing this practice via QR codes perpetuates a harmful double standard.<br/><br/>Recommendat ||| further confusing consumers and limiting usefulness.<br/>4.<span style='padding-left: 30px'></span>Consumer Expectation of On-Label Information: Unlike most other packaged food and beverages, alcohol products are still not required to provide basic nutritional or ingredient data directly on the label. Continuing this practice via QR codes perpetuates a harmful double standard.<br/><br/>Recommendat"
64,4,"enquiry, wto, tbt, behalf, submitted, point, china39s","The attached comments are submitted on behalf of Jiao Yang, Deputy Director General of China&#39;s WTO/TBT National Notification &amp; Enquiry Center.<br/> ||| The attached comments are submitted by the USA WTO TBT Enquiry Point on behalf of the WTO TBT Enquiry Point of Japan. ||| The attached comments are submitted by the USA WTO TBT Enquiry Point on behalf of the WTO TBT Enquiry Point of Japan."
65,4,"said, necessary, lack, being, outdated, immune, impairment","products. That being said, this proposed regulation is necessary and extremely important. The lack of major food allergens on wines, distilled spirits, and malt beverages is outdated and could be dangerous. A food allergy is an impairment, where the body&#39;s immune system reacts negatively to certain proteins in food, that can limit a person&#39;s life activity and can qualify someone for protec ||| Since the creation of the Alcohol and Tobacco Tax and Trade Bureau (TTB) in 2003 after an extensive reorganization of the Bureau of Alcohol, Tobacco, Firearms, and Explosives (ATF), the TTB has been the main agency in control of alcoholic beverages. The TTB works closely with the Food and Drug Administration (FDA) for the health and safety of their consumable products. That being said, this propos ||| Since the creation of the Alcohol and Tobacco Tax and Trade Bureau (TTB) in 2003 after an extensive reorganization of the Bureau of Alcohol, Tobacco, Firearms, and Explosives (ATF), the TTB has been the main agency in control of alcoholic beverages. The TTB works closely with the Food and Drug Administration (FDA) for the health and safety of their consumable products. That being said, this propos"
66,4,"here, seems, really, plenty, debate, brainer, quantitative","This seems like a reasonable proposal that should be passed. A no brainer! ||| I am in support of this, but the third exception (TTB Petition) that is stated here seems really vague, and I think it could use some quantitative data behind it to help people who are considering using this option have a bit more clarity. ||| I think this does no harm so why not. Don&rsquo;t really see the need to debate here. 5 years is plenty of time to comply."
67,4,"infer, detriment, most, religious, falcpa, since, protection","With such a large percentage of the population consuming alcohol, the lack of allergen labeling presents a health risk to some individuals. Most other processed products and products that contain added ingredients require there to be an allergen label. Though the products that fall under these regulations are guided by the FDA while alcohol is not. This is also a detriment to consumers as most Ame ||| detriment to consumers as most Americans would infer that since the Food Allergen Labeling and Consumer Protection (FALCPA) Act of 2004 and Food Allergy Safety, Treatment, Education and Research (FASTER) Act of 2021 that alcohol would also be covered. It would inherently be sensible for commonly consumed products to also have food allergen labeling. <br/><br/>Another concern for not labeling major ||| detriment to consumers as most Americans would infer that since the Food Allergen Labeling and Consumer Protection (FALCPA) Act of 2004 and Food Allergy Safety, Treatment, Education and Research (FASTER) Act of 2021 that alcohol would also be covered. It would inherently be sensible for commonly consumed products to also have food allergen labeling. <br/><br/>Another concern for not labeling major"
68,4,"meat, dairy, religious, some, forbid, grains, mixing","only be consumed if kosher-slaughtered, and forbid meat and dairy from mixing in the same meal. Additionally some grains are restricted during Passover. Without clear labeling on alcoholic beverages, it may make it difficult for people to adhere to their faith and could inadvertently consume ingredients that conflict with their religious beliefs.<br/><br/>That being said, there are people who avoi ||| allergens besides the health ramifications of some groups is the moral and religious aspect to it. There are certain religious groups that consume alcohol, but maintain dietary restrictions for some food items. In Catholicism and Eastern Orthodoxy some fasting periods can restrict meat, dairy, and fish. In Judaism, the Kosher laws prohibit foods such as pork and shellfish, meat can only be consume ||| allergens besides the health ramifications of some groups is the moral and religious aspect to it. There are certain religious groups that consume alcohol, but maintain dietary restrictions for some food items. In Catholicism and Eastern Orthodoxy some fasting periods can restrict meat, dairy, and fish. In Judaism, the Kosher laws prohibit foods such as pork and shellfish, meat can only be consume"
92,3,"georgiarsquos, wine, contributes, operating, agriculture, necessitate, redesigns","The current US Administration ran on a platform that emphasized reduction in regulations and promotion of the use of common sense; let&#39;s apply the Administration&#39;s policy strategy to this question. The grape and wine industry is an extremely regulated industry and operates on very fragile margins; any new regulation imposed should be carefully considered from the perspective of the impact  ||| requirement may impose on Georgia&rsquo;s wine industry, particularly for small and family-owned wineries.<br/><br/>Economic Impact on Georgia&rsquo;s Wine Industry<br/><br/>Georgia&rsquo;s wine industry significantly contributes to the state&rsquo;s economy, supporting local agriculture, creating jobs, and attracting tourism. The proposed labeling changes would necessitate comprehensive label red ||| requirement may impose on Georgia&rsquo;s wine industry, particularly for small and family-owned wineries.<br/><br/>Economic Impact on Georgia&rsquo;s Wine Industry<br/><br/>Georgia&rsquo;s wine industry significantly contributes to the state&rsquo;s economy, supporting local agriculture, creating jobs, and attracting tourism. The proposed labeling changes would necessitate comprehensive label red"
98,3,"formatting, specific, finfish, specifying, solely, rule, given","be exempt!I commend TTB for issuing a proposed rule that would greatly improve transparency and protect consumers with food allergies by requiring labeling of the top 9 major food allergens that does not exempt processing aids. The rule could be strengthened by specifying where the allergen disclosure should appear, outlining specific formatting requirements, and requiring species specific disclos ||| and Formatting: The rule should specify where allergen disclosures must appear on the label and ensure consistent, readable formatting. This helps consumers find and understand the information quickly and clearly.<br/><br/>Species-Specific Finfish Disclosure: Given the variety of finfish and the potential for varied allergic responses, it&rsquo;s important that labels identify which fish are used, ||| clarifications like &ldquo;(processing aid),&rdquo; the proposed rule leaves room for ambiguity in how allergens are presented on labels. <br/>The decision to enforce only generic labeling of &ldquo;fish&rdquo; instead of specifying species also ignores safety for consumers allergic to specific types of fish or shellfish. These inconsistencies are particularly troubling given that the U.S. Centers"
97,3,"br, letter, dc, division, brwashington, eilers, regulations","Dear Alcohol and Tobacco Tax and Trade Bureau:<br/><br/>Thank you for the opportunity to comment on the proposed updates to 27 CFR Parts 4, 5, and 7. I support the TTB&rsquo;s efforts to modernize and clarify labeling regulations for alcohol beverages. I also support proper allergy labeling for wine. Simplifying rules and allowing flexibility for new packaging formats will help the industry grow w ||| NOTE - The Attach Files would function would not let me upload the comment letter. Below is a portion of the letter and I will email the full letter to Mr. Eilers. <br/> <br/>National Press Building <br/>Suite 1300-NPC <br/>Washington, DC 20045 <br/>August 15, 2025 <br/> <br/>Submitted by regulations.gov <br/> <br/>Director, Regulations and Ruling Division <br/>Alcohol and Tobacco Tax and Trade Bu ||| NOTE - The Attach Files would function would not let me upload the comment letter. Below is a portion of the letter and I will email the full letter to Mr. Eilers. <br/> <br/>National Press Building <br/>Suite 1300-NPC <br/>Washington, DC 20045 <br/>August 15, 2025 <br/> <br/>Submitted by regulations.gov <br/> <br/>Director, Regulations and Ruling Division <br/>Alcohol and Tobacco Tax and Trade Bu"
96,3,"knowing, want, yourself, ascertain, everything, determination, anew","contact with certain foods, can be more dangerous to them than a high proof alcohol. Allergies have the potential to be fatal, so why wouldn&#39;t you want to do everything you can to protect your customers, not to mention yourself, from a lawsuit? ||| The American Academy of Allergy, Asthma, and Immunology explains that, &ldquo;Teens and young adults may need to be reminded or taught anew that the Food Allergen Labeling Consumer Protection Act (FALCPA) does not cover alcoholic beverages. Therefore, this is an unregulated area which may make determination of the ingredients of mixed alcoholic drinks difficult to ascertain. Additionally, they may ||| As someone who has some of these allergies, I have to avoid quite a bit of food and knowing that not all alcoholic beverages are safe for me to consume, just like a lot of prepared foods in the grocery store where lots of them contain milk when no one would think that ingredient is in that product. My example is premade meatballs. It contains milk in the list. Knowing that the beverage I want to c"
95,3,"guide, fermented, finished, cider, mead, ldquopresent, productionrdquo","fermented products such as cider, wine, and mead. This guide should:<br/><br/>Clearly define &ldquo;used in production&rdquo; versus &ldquo;present in the finished product.&rdquo;<br/><br/>Provide examples of common cider- and wine-making inputs and whether they require allergen declaration.<br/><br/>Include testing thresholds or detection methods that can be used to verify the absence of allergen ||| processing aids could cause unnecessary consumer alarm and potentially misrepresent the safety of the product. This approach would also be inconsistent with allergen-labeling practices in other food and beverage sectors, which typically focus on the presence of allergens in the final, consumable product.<br/><br/>Guidance for Fermented Beverage Producers<br/>The ACA recommends that TTB develop a c ||| product and processing aids that are fully removed prior to packaging. For example, certain fining agents or fermentation aids&mdash;some of which may be derived from major allergen sources&mdash;are used temporarily during production but are filtered or racked out before bottling. In such cases, no detectable protein from the allergen source remains in the finished beverage.<br/><br/>Mandating al"
94,3,"includebrbrbullspan, sedimentation, fishallergic, individualsbrbrkey, centuries, demonstrating, analytical","a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv ||| a purified collagen derived from the swim bladders of select tropical and subtropical fish species. It has been used for centuries in brewing to clarify beer, and is removed from the final product through filtration or sedimentation. The petition presents comprehensive scientific, analytical, and clinical evidence demonstrating that isinglass does not pose an allergenic risk to fish-allergic indiv"
93,3,"minimum, list, laid, drive, palatable, purchases, impulsive","List only the minimum required information on any and all consumable ingredients used during the production of the product. ||| should be on the label, from a spirit of transparency perspective, raise the bar to match what&rsquo;s required in the food industry, extend the requirement list to manufacturing and processing aides. Access to information improves consumer choice which ultimately should also help drive revenue as uncertainty for the consumer is laid to rest and impulsive purchases are more palatable. ||| The minimum information that should be required is a list of all ingredients, including all additives."
86,3,"ingredients, allergens, able, healthbrthank, brother, guess, imagine","years to 3.5 years to prevent further delay of consumer access to this basic safety information.<br/>In summary. please label alcoholic products with information about possible food allergens to protect public health.<br/>Thank you for your consideration to this important topic.<br/> ||| I have a few severe food allergies along with my brother and many others I know. Avoiding my allergens is relatively simple when I know the ingredients in what I am consuming. When I can&rsquo;t see the ingredients on alcohol, it is very concerning as I have to guess if I am able to consume the alcohol without having a severe allergic reaction. It does not make sense that alcohol producers are abl ||| to declare their major allergens but alcoholic beverages get a pass. I myself have had trouble identifying ingredients and allergens in alcoholic beverages, and I read the ingredients and allergens labels of almost every food and beverage product I buy. I can not imagine how difficult it must be for people trying to navigate their allergens for the first time just to find less transparency when it"
91,3,"35, ldquocontains, formatting, shorten, compliance, 30pxspanshorten, waited","labeling of fin fish. <br/>TTB should make clear in the final rule that this information should never be provided solely via QR code, as this would specifically disadvantage populations that are less able to utilize smart phones or similar technology <br/>Consumers need this information as soon as possible! In the final rule, TTB should shorten the compliance period from 5 years to 3.5 years to pr ||| of how they are used in production.<br/>3.<span style='padding-left: 30px'></span>Strengthen Disclosure Formatting and Specificity<br/>TTB should require allergen labeling to follow consistent formatting and placement rules, and to include species-specific language for finfish. For example, &ldquo;Contains: salmon&rdquo; is far more helpful than &ldquo;Contains: fish.&rdquo;<br/>4.<span style='pad ||| of how they are used in production.<br/>3.<span style='padding-left: 30px'></span>Strengthen Disclosure Formatting and Specificity<br/>TTB should require allergen labeling to follow consistent formatting and placement rules, and to include species-specific language for finfish. For example, &ldquo;Contains: salmon&rdquo; is far more helpful than &ldquo;Contains: fish.&rdquo;<br/>4.<span style='pad"
90,3,"informing, harmsbrbrhowever, advocate, ttbbrbras, reliance, efforts, modernize","Dear TTB,<br/><br/>As a public health advocate, I appreciate the opportunity to comment on Notice No. 238. I strongly support TTB&rsquo;s efforts to modernize and improve the transparency of malt beverage labeling. Accurate, standardized, and easily accessible labeling is critical for informing consumer decisions and reducing alcohol-related harms.<br/><br/>However, I am concerned that the propose ||| Dear TTB,<br/><br/>As a public health advocate, I appreciate the opportunity to comment on Notice No. 238. I strongly support TTB&rsquo;s efforts to modernize and improve the transparency of malt beverage labeling. Accurate, standardized, and easily accessible labeling is critical for informing consumer decisions and reducing alcohol-related harms.<br/><br/>However, I am concerned that the propose ||| Dear TTB,<br/><br/>As a public health advocate, I appreciate the opportunity to comment on Notice No. 238. I strongly support TTB&rsquo;s efforts to modernize and improve the transparency of malt beverage labeling. Accurate, standardized, and easily accessible labeling is critical for informing consumer decisions and reducing alcohol-related harms.<br/><br/>However, I am concerned that the propose"
89,3,"mitigating, empower, established, 32, brsecondly, triggering, responsesbr","Centers for Disease Control and Prevention (CDC), approximately 32 million Americans suffer from food allergies. Currently, many consumers remain unaware that alcohol beverages often lack proper ingredient labeling, including allergen labeling requirements established by the Food Allergen Labeling and Consumer Protection Act (FALCPA). By requiring comprehensive ingredient disclosure, TTB would emp ||| Centers for Disease Control and Prevention (CDC), approximately 32 million Americans suffer from food allergies. Currently, many consumers remain unaware that alcohol beverages often lack proper ingredient labeling, including allergen labeling requirements established by the Food Allergen Labeling and Consumer Protection Act (FALCPA). By requiring comprehensive ingredient disclosure, TTB would emp ||| Centers for Disease Control and Prevention (CDC), approximately 32 million Americans suffer from food allergies. Currently, many consumers remain unaware that alcohol beverages often lack proper ingredient labeling, including allergen labeling requirements established by the Food Allergen Labeling and Consumer Protection Act (FALCPA). By requiring comprehensive ingredient disclosure, TTB would emp"
88,3,"lists, save, egg, knowing, consume, productionmdashand, personally","in the US. Without clear labeling, individuals may unknowingly consume beverages containing allergens like egg whites, milk proteins, or fish-derived fining agents&mdash;common in wine and beer production&mdash;and suffer severe reactions ||| milk and nuts in liqueurs, and even fish and eggs used as processing aids in wine. Consumers with food allergies have no way of knowing if they can safely consume alcoholic beverages because neither ingredient lists, nor major allergen labeling is required.<br/>Nearly all foods and beverages we consume are required to have basic labeling of ingredients and allergens. Alcohol shouldn&rsquo;t be exe ||| held to the same standards as food and drink and required to proclaim what allergens are in these consumed products. I have personally suffered allergic reactions, which required hospitalization, due to drinking wine, not knowing the drink had egg in it. Allergen information is not easily located on beverage websites or even known by company representatives, when I&#39;ve reached out for ingredien"
87,3,"glycol, specifically, new, quote, melbourne, direction, propylene","This new regulation is important to protecting the health and safety of citizens with quality of life reducing, or potentially life-threatening allergies to undisclosed chemical additives such as propylene glycol and polyethylene glycol. There is no reason it should take any corporation five years to comply with the new changes. I suggest a revised one-year compliance date from the publishing of a ||| I like the subject and spirit of this bill, but the methods suggested use too much vague language and do not stay consistent with FDA food labels or completely eliminate factors that could cause allergic reactions in consumers. I will quote a few examples of these discrepencies and offer what I think are simple solutions.<br/><br/>&ldquo;TTB&#39;s proposal does not specifically address allergen ad ||| Overall, this policy is a step in the right direction for improved public safety but we have some concerns. According to the University of Melbourne, with regards to food allergen labels, there is major issues with allergen lists. Specifically, it leaves off other allergies that a significant portion of the population has and without ingredient labels of alcohol and tobacco products people with mo"
85,3,"benefit, multiple, 100, excellent, prevented, led, shrouded",We believe that this is an excellent measure because it protects consumers from allergies. No further comments. Thank you for your work. ||| allergy-prone americans by helping them make educated decisions about what is safe for consumption on an otherwise shrouded consuption item. Please sign this bill for us all! ||| This should 100% be enacted. I have multiple family members with major allergies that this will benefit greatly. Most producers do not label when allergens are used in the production process which has led to multiple allergy attacks that could have been prevented. This will benefit all.
84,3,"georgiarsquos, wine, proprietor, apprehensive, 237, express, notice","- for the winery to get approval, for your team to approve it and for consumers to find what they need to know. We can work together. ||| As the proprietor, I am writing to express my concerns regarding the Alcohol and Tobacco Tax and Trade Bureau&rsquo;s (TTB) proposed rule, Notice No. 237 and Notice No. 238, which would mandate the inclusion of &ldquo;Alcohol Facts&rdquo; statements on wine labels. While I support initiatives that promote informed consumer choices, I am apprehensive about the economic and operational challenges th ||| As the proprietor, I am writing to express my concerns regarding the Alcohol and Tobacco Tax and Trade Bureau&rsquo;s (TTB) proposed rule, Notice No. 237 and Notice No. 238, which would mandate the inclusion of &ldquo;Alcohol Facts&rdquo; statements on wine labels. While I support initiatives that promote informed consumer choices, I am apprehensive about the economic and operational challenges th"
99,3,"know, family, drinkingbrbrfood, extended, spiritsbr, they39re, gotten","Please consider requiring allergy listing on alcohol products! ||| Several members of my extended family have life-threatening food allergies. It&#39;s so important to know what&#39;s in the beverages they drink! Please require major food allergen labeling for wines, distilled spirits,<br/> and malt beverages. Everyone should have a right to know what they&#39;re drinking.<br/><br/>Food Allergy Family ||| To whom, <br/><br/>Please make it mandatory to declare certain allergens on labels of all products that are sold for the purpose of human ingestion. We, the consumers, want to know what it is that we put in our bodies. Alcohol producers have long gotten a pass in the USA market, but that needs to change in the name of public health. Do not be swayed by arguments that alcohol beverage is non-essent"
